created_at,entry_id,pm2_5,pm10,temp,trysnia,lageshtira,alarm_status
2019-09-26 20:26:31 CEST,353,13.9,27.5,23.4,100204,88.42,1
2019-09-26 20:27:28 CEST,354,13.7,27.8,23.5,100207,88.42,1
2019-09-26 20:28:25 CEST,355,13.7,27.8,23.5,100215,88.42,1
2019-09-26 20:29:22 CEST,356,13.6,28.1,23.5,100210,88.42,1
2019-09-26 20:30:19 CEST,357,13.5,27.7,23.5,100222,88.42,1
2019-09-26 20:31:16 CEST,358,13.5,27.8,23.5,100206,88.42,1
2019-09-26 20:32:13 CEST,359,13.4,27.4,23.5,100215,88.38,1
2019-09-26 20:33:10 CEST,360,13.3,26.8,23.5,100221,88.38,1
2019-09-26 20:34:07 CEST,361,13.2,26.9,23.5,100216,88.38,1
2019-09-26 20:35:04 CEST,362,13.2,27.7,23.4,100224,88.38,1
2019-09-26 20:36:01 CEST,363,13.1,28.8,23.4,100224,88.38,1
2019-09-26 20:36:58 CEST,364,13,28.8,23.3,100225,88.32,1
2019-09-26 20:37:55 CEST,365,12.9,28.5,23.3,100216,88.32,1
2019-09-26 20:38:52 CEST,366,12.8,28.9,23.3,100222,88.32,1
2019-09-26 20:39:50 CEST,367,12.8,28.9,23.3,100234,88.32,1
2019-09-26 20:40:47 CEST,368,12.8,29.7,23.3,100216,88.32,1
2019-09-26 20:41:44 CEST,369,12.8,27.8,23.3,100213,88.32,1
2019-09-26 20:42:41 CEST,370,12.7,27.5,23.3,100227,88.32,1
2019-09-26 20:43:38 CEST,371,12.8,28.3,23.3,100227,88.25,1
2019-09-26 20:44:35 CEST,372,12.7,28.1,23.3,100228,88.25,1
2019-09-26 20:45:32 CEST,373,12.6,27.8,23.4,100219,88.25,1
2019-09-26 20:46:29 CEST,374,12.5,27.6,23.4,100224,88.25,1
2019-09-26 20:47:26 CEST,375,12.5,28.6,23.4,100219,88.25,1
2019-09-26 20:48:23 CEST,376,12.6,29.3,23.4,100222,88.25,1
2019-09-26 20:49:20 CEST,377,12.6,29.5,23.4,100216,88.25,1
2019-09-26 20:50:17 CEST,378,12.7,30,23.4,100230,88.18,1
2019-09-26 20:51:14 CEST,379,12.7,29,23.4,100228,88.18,1
2019-09-26 20:52:11 CEST,380,12.6,28.5,23.3,100228,88.18,1
2019-09-26 20:53:08 CEST,381,12.6,28.5,23.3,100225,88.18,1
2019-09-26 20:54:05 CEST,382,12.5,28.4,23.2,100228,88.18,1
2019-09-26 20:55:02 CEST,383,12.5,28.8,23.1,100234,88.18,1
2019-09-26 20:55:59 CEST,384,12.6,28.3,23.1,100224,88.09,1
2019-09-26 20:56:56 CEST,385,12.5,28.2,23.1,100230,88.09,1
2019-09-26 20:57:53 CEST,386,12.6,28.3,23.1,100230,88.09,1
2019-09-26 20:58:50 CEST,387,12.7,28.5,23.1,100231,88.09,1
2019-09-26 20:59:47 CEST,388,12.7,28.4,23.1,100231,88.09,1
2019-09-26 21:00:45 CEST,389,12.7,28.2,23,100228,88.01,1
2019-09-26 21:01:42 CEST,390,12.7,28.9,23,100231,88.01,1
2019-09-26 21:02:39 CEST,391,12.7,28.6,23,100229,88.01,1
2019-09-26 21:03:36 CEST,392,12.7,27.7,23,100234,88.01,1
2019-09-26 21:04:33 CEST,393,12.8,28,23,100232,88.01,1
2019-09-26 21:05:30 CEST,394,12.9,27.9,23,100238,88.01,1
2019-09-26 21:06:27 CEST,395,12.9,27.8,23.1,100222,88,1
2019-09-26 21:07:24 CEST,396,13.1,27.9,23,100241,88,1
2019-09-26 21:08:21 CEST,397,13,28.5,23,100232,88,1
2019-09-26 21:09:18 CEST,398,12.9,27.4,23,100246,88,1
2019-09-26 21:10:15 CEST,399,12.8,27.3,23,100232,88,1
2019-09-26 21:11:12 CEST,400,12.9,27.1,23,100246,88,1
2019-09-26 21:12:09 CEST,401,12.8,26,23,100243,87.8,1
2019-09-26 21:13:06 CEST,402,12.8,26.5,22.9,100235,87.8,1
2019-09-26 21:14:03 CEST,403,12.9,26.6,22.9,100237,87.8,1
2019-09-26 21:15:00 CEST,404,12.8,25.9,22.9,100244,87.8,1
2019-09-26 21:15:57 CEST,405,12.7,24.5,22.9,100246,87.8,1
2019-09-26 21:16:54 CEST,406,12.7,24.8,22.9,100246,87.8,1
2019-09-26 21:17:51 CEST,407,12.6,24.4,22.9,100244,87.8,1
2019-09-26 21:18:48 CEST,408,12.6,24.7,22.9,100241,87.8,1
2019-09-26 21:19:45 CEST,409,12.7,25.1,22.8,100252,87.8,1
2019-09-26 21:20:42 CEST,410,12.7,25.3,22.8,100246,87.6,1
2019-09-26 21:21:39 CEST,411,12.7,25,22.7,100249,87.6,1
2019-09-26 21:22:36 CEST,412,12.6,24.8,22.7,100256,87.6,1
2019-09-26 21:23:33 CEST,413,12.6,24.5,22.8,100253,87.6,1
2019-09-26 21:24:30 CEST,414,12.6,24.5,22.9,100253,87.6,1
2019-09-26 21:25:27 CEST,415,12.5,24.3,22.9,100250,87.6,1
2019-09-26 21:26:25 CEST,416,12.4,23.6,22.9,100249,87.6,1
2019-09-26 21:27:22 CEST,417,12.4,24,22.9,100247,87.7,1
2019-09-26 21:28:19 CEST,418,12.5,24.5,22.9,100255,87.7,1
2019-09-26 21:29:16 CEST,419,12.6,26.9,22.9,100246,87.6,1
2019-09-26 21:30:13 CEST,420,12.6,26.4,22.9,100249,87.6,1
2019-09-26 21:31:10 CEST,421,12.6,26.8,22.9,100250,87.5,1
2019-09-26 21:32:07 CEST,422,12.6,27.2,23,100265,87.5,1
2019-09-26 21:33:04 CEST,423,12.6,26.3,22.9,100246,87.5,1
2019-09-26 21:34:01 CEST,424,12.7,26.7,22.9,100250,87.5,1
2019-09-26 21:34:58 CEST,425,12.9,26.7,22.9,100256,87.5,1
2019-09-26 21:35:55 CEST,426,12.7,26.4,22.9,100253,87.5,1
2019-09-26 21:36:53 CEST,427,12.8,25.9,22.8,100259,87.5,1
2019-09-26 21:37:50 CEST,428,12.8,26.1,22.8,100264,87.4,1
2019-09-26 21:38:47 CEST,429,13.1,27.4,22.8,100249,87.4,1
2019-09-26 21:39:44 CEST,430,13.1,28.7,22.8,100244,87.4,1
2019-09-26 21:40:41 CEST,431,13.1,28.6,22.9,100259,87.5,1
2019-09-26 21:41:38 CEST,432,13.1,28.9,22.9,100256,87.5,1
2019-09-26 21:42:35 CEST,433,13.1,29.5,22.9,100261,87.4,1
2019-09-26 21:43:32 CEST,434,13.3,30.9,22.9,100264,87.4,1
2019-09-26 21:44:29 CEST,435,13.4,31.5,22.9,100261,87.4,1
2019-09-26 21:45:26 CEST,436,13.5,30.7,22.8,100262,87.3,1
2019-09-26 21:46:23 CEST,437,13.5,31.6,22.8,100268,87.3,1
2019-09-26 21:47:20 CEST,438,13.4,30.6,22.8,100261,87.3,1
2019-09-26 21:48:17 CEST,439,13.4,30.8,22.8,100262,87.3,1
2019-09-26 21:49:14 CEST,440,13.4,31.5,22.9,100256,87.3,1
2019-09-26 21:50:11 CEST,441,13.4,32,22.9,100265,87.3,1
2019-09-26 21:51:08 CEST,442,13.5,32.3,22.9,100258,87.3,1
2019-09-26 21:52:05 CEST,443,13.6,33.3,22.9,100265,87.1,1
2019-09-26 21:53:03 CEST,444,13.6,33.3,22.9,100264,87.1,1
2019-09-26 21:54:00 CEST,445,13.5,32.8,22.9,100265,87.1,1
2019-09-26 21:54:56 CEST,446,13.6,32.7,22.9,100276,87.1,1
2019-09-26 21:55:54 CEST,447,13.4,31.9,22.9,100270,87.1,1
2019-09-26 21:56:51 CEST,448,13.3,31.8,23,100265,87.1,1
2019-09-26 21:57:48 CEST,449,13.5,29.8,23.1,100271,87.1,1
2019-09-26 21:58:45 CEST,450,13.4,30.2,23.1,100265,87.1,1
2019-09-26 21:59:42 CEST,451,13.4,30.4,23.1,100271,87,1
2019-09-26 22:00:39 CEST,452,13.4,30.3,23.2,100270,87,1
2019-09-26 22:01:36 CEST,453,13.3,30.5,23.1,100271,87,1
2019-09-26 22:02:33 CEST,454,13.3,30,23.1,100264,87,1
2019-09-26 22:03:30 CEST,455,13.2,29.7,23.1,100273,87.1,1
2019-09-26 22:04:27 CEST,456,13.2,29.9,23.1,100268,87.1,1
2019-09-26 22:05:24 CEST,457,13.2,30.2,23.1,100274,87.1,1
2019-09-26 22:06:21 CEST,458,13.2,30.6,23.1,100273,87.1,1
2019-09-26 22:07:18 CEST,459,13.1,29.8,23.1,100274,87,1
2019-09-26 22:08:15 CEST,460,13.1,28.6,23.1,100280,87,1
2019-09-26 22:09:12 CEST,461,13.2,28.7,23,100271,87,1
2019-09-26 22:10:09 CEST,462,13.3,28.2,23,100277,87,1
2019-09-26 22:11:06 CEST,463,13.2,27.7,22.8,100271,87,1
2019-09-26 22:12:03 CEST,464,13,26.4,22.8,100267,86.9,1
2019-09-26 22:13:00 CEST,465,13,26.1,22.8,100273,86.9,1
2019-09-26 22:13:57 CEST,466,12.8,25.9,22.8,100273,86.9,1
2019-09-26 22:14:54 CEST,467,12.9,25.1,22.8,100279,86.9,1
2019-09-26 22:15:51 CEST,468,13,25.1,22.8,100279,86.9,1
2019-09-26 22:16:48 CEST,469,13,25.6,22.7,100277,86.8,1
2019-09-26 22:17:45 CEST,470,13.1,25.1,22.7,100280,86.8,1
2019-09-26 22:18:43 CEST,471,13.2,24.7,22.7,100282,86.8,1
2019-09-26 22:19:40 CEST,472,13.1,24.7,22.7,100280,86.8,1
2019-09-26 22:20:37 CEST,473,13.1,24.5,22.7,100273,86.7,1
2019-09-26 22:21:34 CEST,474,13.3,25.8,22.7,100277,86.7,1
2019-09-26 22:22:31 CEST,475,13.3,26.4,22.8,100274,86.7,1
2019-09-26 22:23:28 CEST,476,13.4,26.8,22.9,100279,86.7,1
2019-09-26 22:24:25 CEST,477,13.4,27.4,23,100277,86.7,1
2019-09-26 22:25:22 CEST,478,13.5,27.1,23.1,100276,86.7,1
2019-09-26 22:26:19 CEST,479,13.5,27.1,23.1,100280,86.7,1
2019-09-26 22:27:16 CEST,480,13.5,26.3,23,100283,86.6,1
2019-09-26 22:28:13 CEST,481,13.5,25.6,23,100288,86.6,1
2019-09-26 22:29:10 CEST,482,13.5,25.6,22.9,100283,86.6,1
2019-09-26 22:30:07 CEST,483,13.6,25.3,22.9,100282,86.6,1
2019-09-26 22:31:04 CEST,484,13.6,25.2,22.9,100283,86.6,1
2019-09-26 22:32:01 CEST,485,13.7,26.7,22.8,100293,86.5,1
2019-09-26 22:32:58 CEST,486,13.8,27,22.8,100288,86.5,1
2019-09-26 22:33:55 CEST,487,13.8,26.6,22.8,100291,86.5,1
2019-09-26 22:34:52 CEST,488,13.9,26.5,22.8,100286,86.5,1
2019-09-26 22:35:49 CEST,489,13.8,26.9,22.7,100283,86.5,1
2019-09-26 22:36:46 CEST,490,13.8,27.4,22.7,100286,86.4,1
2019-09-26 22:37:43 CEST,491,13.9,27.8,22.7,100285,86.4,1
2019-09-26 22:38:40 CEST,492,13.8,29.3,22.7,100285,86.4,1
2019-09-26 22:39:37 CEST,493,13.9,29.6,22.7,100283,86.4,1
2019-09-26 22:40:34 CEST,494,13.9,30.5,22.6,100288,86.4,1
2019-09-26 22:41:31 CEST,495,13.8,30.6,22.7,100282,86.4,1
2019-09-26 22:42:28 CEST,496,13.9,31.5,22.8,100288,86.4,1
2019-09-26 22:43:25 CEST,497,13.9,32.4,22.8,100288,86.2,1
2019-09-26 22:44:22 CEST,498,13.9,32.5,22.9,100282,86.2,1
2019-09-26 22:45:19 CEST,499,13.7,31.3,22.8,100288,86.3,1
2019-09-26 22:46:16 CEST,500,13.7,31.3,23,100286,86.3,1
2019-09-26 22:47:13 CEST,501,13.7,32.6,22.9,100288,86.3,1
2019-09-26 22:48:10 CEST,502,13.6,32.6,22.7,100297,86.3,1
2019-09-26 22:49:07 CEST,503,13.6,33,22.4,100278,86.3,1
2019-09-26 22:50:04 CEST,504,13.4,32,22.4,100287,86.2,1
2019-09-26 22:51:01 CEST,505,13.5,32.4,22.4,100294,86.2,1
2019-09-26 22:51:59 CEST,506,13.5,32.2,22.2,100289,86.2,1
2019-09-26 22:52:55 CEST,507,13.5,32.2,22.2,100281,86.3,1
2019-09-26 22:53:52 CEST,508,13.4,32.2,22.2,100283,86.3,1
2019-09-26 22:54:50 CEST,509,13.3,33,22.2,100291,86.2,1
2019-09-26 22:55:47 CEST,510,13.5,33.5,22.2,100283,86.2,1
2019-09-26 22:56:44 CEST,511,13.4,33.8,22.2,100287,86.2,1
2019-09-26 22:57:41 CEST,512,13.5,34.1,22,100288,86.2,1
2019-09-26 22:58:38 CEST,513,13.4,34.5,22,100291,86.2,1
2019-09-26 22:59:35 CEST,514,13.3,34.4,22,100291,86.2,1
2019-09-26 23:00:32 CEST,515,13.2,33.6,22,100292,86.2,1
2019-09-26 23:01:29 CEST,516,13.3,33,21.9,100290,86.1,1
2019-09-26 23:02:26 CEST,517,13.2,33.2,21.8,100292,86.1,1
2019-09-26 23:03:23 CEST,518,13.3,33.3,21.8,100292,86.1,1
2019-09-26 23:04:20 CEST,519,13.3,32.9,21.8,100292,86.2,1
2019-09-26 23:05:17 CEST,520,13.4,32.7,21.6,100287,86.2,1
2019-09-26 23:06:14 CEST,521,13.3,32.9,21.8,100292,86.1,1
2019-09-26 23:07:12 CEST,522,13.3,31.5,21.9,100302,86.1,1
2019-09-26 23:08:09 CEST,523,13.4,30.9,22,100288,86.1,1
2019-09-26 23:09:07 CEST,524,13.5,31,22.1,100289,86,1
2019-09-26 23:10:04 CEST,525,13.6,31.4,21.9,100292,86,1
2019-09-26 23:11:01 CEST,526,13.6,31.7,21.8,100301,86,1
2019-09-26 23:11:59 CEST,527,13.6,30.3,21.2,100299,86,1
2019-09-26 23:12:56 CEST,528,13.8,31.1,21.1,100294,85.9,1
2019-09-26 23:13:53 CEST,529,13.9,32.2,21.2,100303,85.9,1
2019-09-26 23:14:50 CEST,530,13.9,32.2,21.2,100300,85.9,1
2019-09-26 23:15:47 CEST,531,13.9,31.7,21.2,100309,85.9,1
2019-09-26 23:16:44 CEST,532,13.9,32.2,21.2,100308,85.9,1
2019-09-26 23:17:42 CEST,533,13.8,32.2,21.3,100296,85.8,1
2019-09-26 23:18:39 CEST,534,13.8,32.9,21.4,100299,85.8,1
2019-09-26 23:19:37 CEST,535,13.9,32.4,21.4,100298,85.8,1
2019-09-26 23:20:34 CEST,536,13.9,33.9,21.5,100295,85.8,1
2019-09-26 23:21:31 CEST,537,13.9,34.8,21.5,100304,85.9,1
2019-09-26 23:22:29 CEST,538,14,35.4,21.5,100305,85.9,1
2019-09-26 23:23:27 CEST,539,13.9,34.3,21.5,100307,85.8,1
2019-09-26 23:24:24 CEST,540,13.8,34.6,21.4,100305,85.8,1
2019-09-26 23:25:21 CEST,541,13.9,35.5,21.4,100307,85.7,1
2019-09-26 23:26:18 CEST,542,13.7,35.6,21.4,100302,85.7,1
2019-09-26 23:27:15 CEST,543,13.7,35.7,21.5,100310,85.7,1
2019-09-26 23:28:13 CEST,544,13.9,36.8,21.5,100310,85.7,1
2019-09-26 23:29:10 CEST,545,14,36.7,21.5,100310,85.7,1
2019-09-26 23:30:07 CEST,546,13.8,37.5,21.6,100305,85.7,1
2019-09-26 23:31:04 CEST,547,13.8,37.5,21.6,100313,85.7,1
2019-09-26 23:32:01 CEST,548,13.7,37.2,21.6,100301,85.7,1
2019-09-26 23:32:58 CEST,549,13.6,37.3,21.5,100302,85.5,1
2019-09-26 23:33:55 CEST,550,13.5,37.4,21.4,100304,85.5,1
2019-09-26 23:34:52 CEST,551,13.6,36.8,21.5,100311,85.5,1
2019-09-26 23:35:49 CEST,552,13.6,37,21.5,100310,85.5,1
2019-09-26 23:36:46 CEST,553,13.5,37.3,21.5,100310,85.5,1
2019-09-26 23:37:43 CEST,554,13.4,36.2,21.5,100304,85.5,1
2019-09-26 23:38:40 CEST,555,13.3,36.8,21.4,100304,85.4,1
2019-09-26 23:39:37 CEST,556,13.4,35.9,21.4,100295,85.4,1
2019-09-26 23:40:34 CEST,557,13.3,36.1,21.4,100293,85.4,1
2019-09-26 23:41:31 CEST,558,13.2,35.4,21.4,100295,85.4,1
2019-09-26 23:42:28 CEST,559,13.1,34.6,21.4,100296,85.3,1
2019-09-26 23:43:25 CEST,560,13,34.6,21.3,100299,85.3,1
2019-09-26 23:44:22 CEST,561,13,33.5,21.3,100298,85.3,1
2019-09-26 23:45:19 CEST,562,13.1,32.8,21.3,100298,85.3,1
2019-09-26 23:46:16 CEST,563,13,31.8,21.3,100304,85.3,1
2019-09-26 23:47:13 CEST,564,13.1,31.9,21.3,100293,85.3,1
2019-09-26 23:48:11 CEST,565,13.1,31.8,21.4,100299,85.3,1
2019-09-26 23:49:08 CEST,566,13,30.2,21.4,100295,85.1,1
2019-09-26 23:50:05 CEST,567,13.1,33.3,21.3,100298,85.1,1
2019-09-26 23:54:42 CEST,568,5.6,14.2,21.1,100296,85.1,0
2019-09-26 23:55:36 CEST,569,5.6,14.6,21.1,100300,85.1,0
2019-09-26 23:56:30 CEST,570,5.5,14.8,21.1,100297,85.1,0
2019-09-26 23:57:24 CEST,571,5.6,14.7,21,100294,84.9,0
2019-09-26 23:58:18 CEST,572,5.5,14.7,21,100306,84.9,0
2019-09-26 23:59:12 CEST,573,5.4,14.2,21,100305,84.9,0
2019-09-27 00:00:06 CEST,574,5.5,14.1,21,100299,84.9,0
2019-09-27 00:01:00 CEST,575,5.5,13.9,21,100303,84.9,0
2019-09-27 00:01:54 CEST,576,5.5,13.8,20.8,100308,84.9,0
2019-09-27 00:02:48 CEST,577,5.6,13.4,20.7,100305,84.9,0
2019-09-27 00:03:42 CEST,578,5.6,13.3,20.7,100294,85,0
2019-09-27 00:04:36 CEST,579,5.6,13.6,20.7,100297,85,0
2019-09-27 00:05:30 CEST,580,5.6,13.3,20.7,100293,85,0
2019-09-27 00:06:24 CEST,581,5.6,13.2,20.8,100293,85,0
2019-09-27 00:07:18 CEST,582,5.6,13.2,20.9,100303,85,0
2019-09-27 00:08:12 CEST,583,5.6,12.9,20.9,100305,85,0
2019-09-27 00:09:06 CEST,584,5.6,12.7,20.9,100302,85,0
2019-09-27 00:10:00 CEST,585,5.5,12.7,21,100302,85,0
2019-09-27 00:10:54 CEST,586,5.5,12.6,21,100302,84.9,0
2019-09-27 00:11:48 CEST,587,5.6,12.6,21,100302,84.9,0
2019-09-27 00:12:42 CEST,588,5.5,11.9,21,100303,84.9,0
2019-09-27 00:13:36 CEST,589,5.6,11.9,20.9,100312,84.9,0
2019-09-27 00:14:30 CEST,590,5.6,11.3,20.9,100314,84.9,0
2019-09-27 00:15:24 CEST,591,5.6,10.9,20.9,100309,84.9,0
2019-09-27 00:16:18 CEST,592,5.5,10.5,20.8,100302,84.9,0
2019-09-27 00:17:12 CEST,593,5.5,10.4,20.8,100317,84.8,0
2019-09-27 00:18:06 CEST,594,5.5,9.6,20.7,100300,84.8,0
2019-09-27 00:28:08 CEST,595,8,16.7,21,100296,84.8,0
2019-09-27 00:29:02 CEST,596,7.9,16.7,21,100302,84.8,0
2019-09-27 00:29:56 CEST,597,8,16.9,21,100311,84.8,0
2019-09-27 00:30:50 CEST,598,8,17,21,100300,84.9,0
2019-09-27 00:31:44 CEST,599,8,16.9,20.9,100299,84.9,0
2019-09-27 00:32:38 CEST,600,7.9,17.4,20.9,100299,84.9,0
2019-09-27 00:33:32 CEST,601,7.8,16.9,20.9,100305,84.9,0
2019-09-27 00:34:26 CEST,602,7.7,17,20.8,100302,84.8,0
2019-09-27 00:35:20 CEST,603,7.8,17.1,20.8,100297,84.8,0
2019-09-27 00:36:14 CEST,604,7.7,16.5,20.7,100299,84.8,0
2019-09-27 00:37:08 CEST,605,7.7,16.5,20.7,100302,84.8,0
2019-09-27 00:38:02 CEST,606,7.8,16.7,20.7,100302,84.8,0
2019-09-27 00:38:56 CEST,607,7.8,17,20.8,100318,84.8,0
2019-09-27 00:39:50 CEST,608,7.9,17.5,20.8,100312,84.7,0
2019-09-27 00:40:44 CEST,609,7.8,17.1,20.8,100315,84.7,0
2019-09-27 00:41:38 CEST,610,7.8,16.6,20.8,100312,84.7,0
2019-09-27 00:42:32 CEST,611,7.9,16.8,20.8,100317,84.7,0
2019-09-27 00:43:26 CEST,612,7.8,16.5,20.8,100306,84.7,0
2019-09-27 00:44:20 CEST,613,7.8,16.5,20.8,100317,84.7,0
2019-09-27 00:45:14 CEST,614,7.9,16.6,20.7,100306,84.8,0
2019-09-27 00:46:08 CEST,615,7.9,16.6,20.7,100308,84.8,0
2019-09-27 00:47:02 CEST,616,8,17,20.7,100303,84.7,0
2019-09-27 00:47:56 CEST,617,8.1,17.2,20.7,100308,84.7,0
2019-09-27 00:48:50 CEST,618,8.2,17.1,20.6,100300,84.8,0
2019-09-27 00:49:44 CEST,619,8.2,16.1,20.7,100308,84.8,0
2019-09-27 00:50:38 CEST,620,8.2,15.6,20.9,100305,84.7,0
2019-09-27 00:51:32 CEST,621,8.1,15.8,21.1,100312,84.7,0
2019-09-27 00:52:26 CEST,622,8.1,15.5,21.2,100302,84.7,0
2019-09-27 00:53:20 CEST,623,8.1,15.3,21.3,100303,84.7,0
2019-09-27 00:54:14 CEST,624,8,14.6,21.3,100303,84.7,0
2019-09-27 00:55:08 CEST,625,8,14.5,21.3,100311,84.7,0
2019-09-27 00:56:02 CEST,626,8,14.8,21.3,100306,84.5,0
2019-09-27 00:56:57 CEST,627,8,14.7,21.3,100309,84.5,0
2019-09-27 00:57:51 CEST,628,8,14.6,21.3,100299,84.5,0
2019-09-27 00:58:45 CEST,629,8.1,15.4,21.4,100308,84.5,0
2019-09-27 00:59:39 CEST,630,8.2,15.5,21.5,100308,84.5,0
2019-09-27 01:00:33 CEST,631,8.4,15.8,21.5,100313,84.5,0
2019-09-27 01:01:27 CEST,632,8.4,16.1,21.6,100304,84.5,0
2019-09-27 01:02:21 CEST,633,8.4,16.1,21.6,100316,84.5,0
2019-09-27 01:03:14 CEST,634,8.5,16.4,21.6,100307,84.5,0
2019-09-27 01:04:08 CEST,635,8.6,16.9,21.7,100322,84.5,0
2019-09-27 01:05:02 CEST,636,8.5,17,21.7,100307,84.4,0
2019-09-27 01:05:56 CEST,637,8.4,16.6,21.7,100314,84.4,0
2019-09-27 01:06:51 CEST,638,8.4,15.8,21.7,100313,84.4,0
2019-09-27 01:07:45 CEST,639,8.4,15.9,21.7,100316,84.4,0
2019-09-27 01:08:39 CEST,640,8.4,15.9,21.7,100308,84.4,0
2019-09-27 01:09:33 CEST,641,8.3,15.8,21.7,100307,84.3,0
2019-09-27 01:10:27 CEST,642,8.3,15.5,21.7,100314,84.3,0
2019-09-27 01:11:21 CEST,643,8.3,15.5,21.7,100307,84.3,0
2019-09-27 01:12:15 CEST,644,8.2,15.4,21.7,100308,84.3,0
2019-09-27 01:13:09 CEST,645,8.3,15.6,21.7,100316,84.3,0
2019-09-27 01:14:03 CEST,646,8.3,15.5,21.6,100317,84.3,0
2019-09-27 01:14:57 CEST,647,8.2,15.2,21.6,100301,84.1,0
2019-09-27 01:15:51 CEST,648,8.1,14.8,21.5,100310,84.1,0
2019-09-27 01:16:45 CEST,649,8.1,14.7,21.5,100299,84.1,0
2019-09-27 01:17:39 CEST,650,8.1,15.3,21.5,100307,84.1,0
2019-09-27 01:18:33 CEST,651,8.2,14.9,21.4,100304,84.1,0
2019-09-27 01:19:27 CEST,652,8.3,15.2,21.4,100302,84.2,0
2019-09-27 01:20:21 CEST,653,8.2,15.1,21.3,100301,84.2,0
2019-09-27 01:21:15 CEST,654,8.4,16.4,21.3,100309,84.1,0
2019-09-27 01:22:09 CEST,655,8.4,16.8,21.4,100302,84,0
2019-09-27 01:23:03 CEST,656,8.5,16.7,21.4,100301,84,0
2019-09-27 01:23:57 CEST,657,8.4,16.6,21.5,100304,84,0
2019-09-27 01:24:51 CEST,658,8.4,17.2,21.5,100308,84,0
2019-09-27 01:25:45 CEST,659,8.3,16.5,21.6,100301,84,0
2019-09-27 01:26:39 CEST,660,8.3,16,21.6,100301,84,0
2019-09-27 01:27:33 CEST,661,8.2,15.6,21.6,100310,83.9,0
2019-09-27 01:28:27 CEST,662,8.3,15.3,21.6,100311,83.9,0
2019-09-27 01:29:21 CEST,663,8.3,15.4,21.7,100302,83.9,0
2019-09-27 01:30:15 CEST,664,8.2,15.3,21.6,100310,83.8,0
2019-09-27 01:31:09 CEST,665,8.3,15.9,21.6,100310,83.8,0
2019-09-27 01:32:03 CEST,666,8.4,15.6,21.6,100302,83.8,0
2019-09-27 01:32:57 CEST,667,8.5,15.9,21.6,100314,83.8,0
2019-09-27 01:33:51 CEST,668,8.5,15.8,21.6,100305,83.7,0
2019-09-27 01:34:45 CEST,669,8.5,15.4,21.6,100302,83.7,0
2019-09-27 01:35:39 CEST,670,8.6,15.8,21.5,100307,83.7,0
2019-09-27 01:36:33 CEST,671,8.6,15.7,21.5,100316,83.7,0
2019-09-27 01:37:27 CEST,672,8.6,15.9,21.5,100310,83.7,0
2019-09-27 01:38:21 CEST,673,8.6,15.9,21.5,100316,83.8,0
2019-09-27 01:39:15 CEST,674,8.7,15.9,21.5,100308,83.8,0
2019-09-27 01:40:09 CEST,675,8.7,16.7,21.5,100316,83.8,0
2019-09-27 01:41:03 CEST,676,8.7,17.2,21.5,100301,83.7,0
2019-09-27 01:41:57 CEST,677,8.8,17.6,21.5,100308,83.7,0
2019-09-27 01:42:51 CEST,678,8.8,17.6,21.5,100311,83.7,0
2019-09-27 01:43:45 CEST,679,8.8,18,21.6,100308,83.7,0
2019-09-27 01:44:39 CEST,680,8.6,17.2,21.6,100304,83.7,0
2019-09-27 01:45:33 CEST,681,8.6,17.2,21.6,100305,83.7,0
2019-09-27 01:46:27 CEST,682,8.5,16.9,21.6,100298,83.6,0
2019-09-27 01:47:21 CEST,683,8.5,17,21.6,100307,83.6,0
2019-09-27 01:48:15 CEST,684,8.5,16,21.6,100308,83.6,0
2019-09-27 01:49:09 CEST,685,8.5,16.9,21.6,100311,83.6,0
2019-09-27 01:50:03 CEST,686,8.5,16.8,21.5,100313,83.7,0
2019-09-27 01:50:57 CEST,687,8.5,16.6,21.5,100307,83.7,0
2019-09-27 01:51:51 CEST,688,8.5,15.8,21.4,100305,83.7,0
2019-09-27 01:52:45 CEST,689,8.5,16.2,21.4,100302,83.6,0
2019-09-27 01:53:39 CEST,690,8.5,16.1,21.4,100308,83.6,0
2019-09-27 01:54:33 CEST,691,8.5,16.2,21.4,100313,83.6,0
2019-09-27 01:55:27 CEST,692,8.4,16.3,21.4,100298,83.6,0
2019-09-27 01:56:21 CEST,693,8.3,16.6,21.4,100301,83.5,0
2019-09-27 01:57:15 CEST,694,8.3,17.2,21.3,100302,83.5,0
2019-09-27 01:58:09 CEST,695,8.1,16.4,21.3,100302,83.5,0
2019-09-27 01:59:03 CEST,696,8.2,16.9,21.2,100296,83.6,0
2019-09-27 01:59:57 CEST,697,8.1,16.7,21.2,100296,83.6,0
2019-09-27 02:00:51 CEST,698,8,16.6,21.3,100298,83.5,0
2019-09-27 02:01:45 CEST,699,8,16.7,21.4,100301,83.5,0
2019-09-27 02:02:39 CEST,700,7.9,16.4,21.4,100305,83.6,0
2019-09-27 02:03:33 CEST,701,7.9,16.4,21.3,100299,83.6,0
2019-09-27 02:04:27 CEST,702,8.1,17.4,21.3,100303,83.6,0
2019-09-27 02:05:21 CEST,703,8.1,17.5,21.3,100301,83.5,0
2019-09-27 02:06:15 CEST,704,8.1,17.8,21.4,100308,83.5,0
2019-09-27 02:15:12 CEST,705,4.9,9.2,21.6,100302,83.5,0
2019-09-27 02:16:06 CEST,706,4.9,9.3,21.6,100293,83.5,0
2019-09-27 02:17:00 CEST,707,5,10.2,21.6,100296,83.4,0
